"","PCA1","PCA2","dep_delayed_15min"
"8479",0.813187397555518,-2.50860925729278,"Y"
"63975",-0.84866089634347,-0.0177572888464048,"N"
"23379",0.231612782179167,1.03539067537363,"N"
"75250",-1.52490255038568,-0.580564137622723,"N"
"29248",0.130370205241402,1.67147433266467,"N"
"97279",-0.587657973889518,0.253109529717664,"N"
"49468",-0.280699843113983,0.641444803401434,"N"
"33501",-0.104415734832154,0.0878005995370332,"N"
"80522",-1.16656233164676,-1.52425820541491,"Y"
"37675",-1.73588618840864,-0.559746217058729,"N"
"2330",-1.04786494526126,-0.638642896470336,"N"
"60858",-1.51368396223912,-0.532355939063353,"N"
"36760",-0.0277004732207098,-1.7836036205932,"Y"
"44748",0.457954426438423,1.87575985248568,"N"
"15655",-1.34521330989831,0.163833155166999,"N"
"77014",0.435600703621585,0.736319895201769,"N"
"72417",0.350444040831259,-0.542368196908789,"N"
"40282",1.69715940248837,-0.421241926929504,"N"
"21547",0.0912296032840136,0.539907236515422,"N"
"32797",-1.50741325893431,0.115068011396956,"Y"
"83740",0.515815270841012,-2.19935177323712,"N"
"84201",-0.749708400077384,-0.0840250524242219,"N"
"29245",-0.828488591326879,-0.0617003085453608,"N"
"4182",-1.00621867041221,0.389392989387177,"N"
"47431",0.939470480418144,-0.816432666954223,"N"
"56108",0.981161670991864,0.835539563590793,"N"
"24937",-1.086423678818,0.439884604439996,"N"
"19250",0.350730919283624,1.40357218925774,"N"
"58095",0.891506853016735,0.856853576854103,"N"
"57479",0.973778238378284,1.45204755994006,"N"
"49684",-1.29970783123366,-0.419484743186228,"Y"
"61848",-0.686945158968048,0.156288318666643,"N"
"46645",-0.500065477122185,-1.25478316932116,"Y"
"72147",0.13781188193608,0.722118086681155,"N"
"84098",3.4234203332763,0.419734327978549,"Y"
"72769",-0.292470159610679,1.16725682490434,"N"
"86375",-0.254359994598335,0.953837639109536,"N"
"17532",-0.879263315289273,0.000959772758210631,"N"
"99405",1.08685720118461,1.04480600293944,"N"
"77410",-1.46372813874975,-0.632824531252757,"N"
"16802",0.789872790503137,0.459302631037957,"N"
"63007",-1.59380957291661,-0.683994796538964,"N"
"50019",-1.54458137113322,-0.77779308835179,"N"
"42571",0.0968242647857239,1.33954553487893,"N"
"17202",-0.54096326282322,0.610516968251629,"Y"
"86650",-1.68354900548055,-1.18555189169894,"N"
"20035",1.59270874034812,-0.385132069501069,"N"
"27385",-1.30298082469547,-0.208217996253699,"N"
"88293",-1.53534454535362,-0.852399379507904,"Y"
"24543",-0.110522425819859,-0.238882715028417,"Y"
"25565",-0.243499857341684,0.345738295458386,"N"
"93692",0.823937424623027,-0.160115852135245,"Y"
"85620",-0.00149304965395161,-0.211230481770694,"N"
"92737",0.531214137053999,0.126664756763155,"N"
"93635",0.91998465092568,0.525299166744968,"N"
"95689",-0.733246937140804,-0.370878394872738,"N"
"96383",-0.460809834320309,0.414481305672184,"Y"
"31785",-0.758951890035206,0.46897353589277,"N"
"16236",-0.256728025680606,0.522390127238588,"Y"
"24437",-0.784265071148612,-0.426828476935593,"N"
"99876",0.91631872457033,0.906325188682912,"N"
"18217",1.7462172139816,-3.12667710417736,"N"
"46037",0.618856766406503,-0.0322900166364427,"N"
"69761",-0.484960153539782,-0.396314728326528,"N"
"40660",-0.363221302699165,0.406032954109932,"N"
"69614",-0.0717747567560129,1.06244365612625,"N"
"90553",0.354595339959727,0.517219985998718,"N"
"85109",1.27154996216455,0.49463850371811,"N"
"16854",-0.851517194834278,0.516968750662391,"N"
"96818",-1.30621933615364,-0.823018066537104,"N"
"67358",-0.579930579855021,-0.31620099868778,"N"
"68680",-0.654737973762144,-0.16413878206297,"N"
"86606",0.216240286473893,-0.434906496569103,"N"
"74202",-0.599535219734774,-1.440562002897,"N"
"80373",4.83088587251274,-3.6916500063771,"N"
"64328",1.95794151586182,-1.34166137273864,"N"
"98759",-0.617347605165021,0.716614703946381,"N"
"72036",-1.12084792494033,-1.16289912318578,"Y"
"3306",0.0368805179384636,-1.74121639568171,"N"
"32283",1.16744326144521,0.577945829090363,"N"
"24591",-0.654014407804123,0.67008400519719,"N"
"11558",0.284438232515791,-0.556588550646322,"N"
"70022",-0.0439982100453412,1.59327890445123,"N"
"74787",0.214114218119325,0.455650033038974,"N"
"55139",-1.26494744898117,0.142994080955786,"N"
"99990",-0.379976308266329,-0.774661792447202,"Y"
"5447",1.05704470377385,-0.116888573103514,"N"
"63519",0.221952597250345,1.26492997111436,"N"
"92124",1.67203689040496,-2.90987249250652,"N"
"56039",2.33079302253859,-1.11430233368557,"N"
"83092",0.0301041631207084,0.375210887196222,"N"
"64639",-0.719656262164016,-0.732115772079158,"Y"
"91708",-0.749263887280963,-0.108240279903011,"Y"
"70593",2.49589418579006,-0.976326884736815,"N"
"94542",0.113358461272386,1.32895401706287,"N"
"38156",0.43331323138016,1.66863657939085,"N"
"64848",0.162786604694241,-0.473564334183635,"N"
"30753",1.59470672570692,-3.62588993033253,"N"
"89732",1.12951043710642,0.15532105645827,"N"
"31861",0.301621814092684,1.19417477227792,"N"
"7151",-0.43338507432132,-0.18938328537423,"Y"
"4664",2.92797687948742,-2.59100263388193,"N"
"28635",0.805393647943994,0.0753356960203955,"N"
"60850",0.789051281599866,0.0589933296762654,"N"
"80073",0.893481951205465,1.45806036373046,"N"
"87394",-0.366039063438368,-0.726200911233944,"N"
"11613",-0.330062792071356,-1.13656593884825,"N"
"28162",0.454250248536632,1.15445723257524,"N"
"15215",0.341672881495281,-0.361259356125643,"Y"
"7439",-0.817143081297111,0.770814552648942,"N"
"75191",-0.110947232286786,1.11944416766879,"N"
"60636",-0.315297374161906,-1.16618805343418,"N"
"75685",-1.08358331711388,0.499442368777098,"N"
"43243",-1.0512451542768,0.12242884304568,"N"
"23041",-0.495709019494745,-1.1789134648956,"N"
"62547",-1.62964559404397,-0.446107700611481,"N"
"89808",0.267026891475015,-0.250957294081834,"N"
"731",0.232340403885153,1.02872037499706,"N"
"65127",0.499164299986989,1.2462247905485,"N"
"48998",-1.10293266590949,-0.259699188274851,"Y"
"46260",0.133844301454218,1.31738219488692,"N"
"97954",-0.771771188693894,-0.11841771117834,"N"
"45549",0.474982107194131,1.62399636424158,"N"
"28490",-1.59995857119872,-1.27211366531606,"Y"
"22577",1.09749508204305,0.448814273027684,"N"
"5591",-1.17774672399483,0.370755325510838,"N"
"61323",-0.194639379056667,-0.28847603187994,"N"
"24823",0.149301697953467,0.541261928551896,"N"
"72421",0.279012800191703,-0.310484632163257,"Y"
"97136",-1.16590889080856,-0.60379645231134,"Y"
"68258",0.913933595588819,-0.496733187930595,"N"
"98360",-0.888430015949049,-0.0106729019290872,"N"
"17318",1.28789232850868,0.51098087006224,"N"
"24024",-0.400953024286951,-0.159417209367378,"N"
"8109",0.918857432147933,1.18012103928784,"N"
"24267",0.145803839663193,0.402135498747961,"N"
"3552",0.0218305438017402,-0.525745330085393,"N"
"39571",0.5338731023366,1.66315956716389,"N"
"10624",-0.919077350619512,-0.615892185011975,"Y"
"65663",-0.9763702436801,-0.478373129898402,"N"
"82637",-0.417074581550578,1.01552668866169,"N"
"96744",-1.09498707122475,-0.000224242782952078,"N"
"30206",0.928913158400551,1.14332325901756,"N"
"46698",-1.07565076458041,-1.0535866381103,"N"
"73251",-0.201968623337112,0.836076802471807,"Y"
"56599",-1.68997067895121,-0.341212525674811,"N"
"32629",-0.264839080000172,1.14556842396443,"N"
"49828",-0.980160483488412,-0.519152980119531,"N"
"55671",-0.913862293654906,-0.603279205964805,"Y"
"38563",-0.0820142016552371,-0.555610854716749,"N"
"77974",0.189791775086812,1.00589953841888,"N"
"57513",1.53421067809919,-0.594054547428791,"N"
"67027",0.965208181793314,1.49033100987799,"N"
"84735",-0.650673897652743,0.0100775019453899,"N"
"91692",-1.21726576937678,0.0180575786337044,"Y"
"28445",-1.24382787429064,-0.282227643335002,"N"
"55460",0.362904888600046,-0.611284492048198,"N"
"43127",-1.73310667921588,-0.529840993563234,"N"
"30949",0.369941465157289,1.13179779988391,"Y"
"26359",0.27923621770246,1.2433024226858,"N"
"49588",0.710616212883834,1.6944102100874,"N"
"57289",-0.242355540664699,0.662527287658075,"N"
"533",0.709483777245577,1.62423050167855,"N"
"46963",-0.0891608884016223,0.657899602159819,"N"
"87512",-1.05999110421761,-0.406637626702089,"N"
"88379",-0.451823082764339,0.699657148310521,"N"
"25434",-0.294278637052042,1.2492914643987,"N"
"87586",1.06186538052721,1.26887755906167,"N"
"7681",-0.51688422983612,-0.0583427004947032,"N"
"24269",1.39167071838863,2.55548081960132,"N"
"76917",-0.804613269521043,-0.950235376922336,"Y"
"26074",-0.475965290487883,-1.79292506096167,"N"
"12921",-0.173223653305296,1.11635112331078,"N"
"36831",0.494323630698977,1.29563554986596,"N"
"66260",0.367606468760949,1.07767734890963,"N"
"50506",0.415436510100923,-0.90152326037275,"N"
"71700",0.158788597956702,0.106873503601331,"N"
"53816",0.262208536946751,1.4950659109299,"N"
"42909",-1.56960100961604,-0.206047012174504,"N"
"87937",0.077968686464323,-2.43005653930209,"Y"
"81369",0.537868500643884,0.720220938903067,"N"
"18400",-0.613325836350025,0.629395433743097,"N"
"75917",0.683569896309403,1.5194054518617,"N"
"16516",-1.12878308590406,0.0276290932257617,"N"
"43762",0.54969039704346,0.339952964926786,"N"
"55220",0.0618152556273106,-0.0665450335812269,"N"
"22822",0.424035545623861,0.27841343822272,"N"
"5040",-0.0674353970278114,0.16670249580924,"Y"
"63068",0.392123636571414,-1.90629379685567,"N"
"50990",0.0765198210254072,-0.125819689008762,"N"
"96983",-1.23247164433469,-0.768998166938315,"N"
"24896",-0.136011786494269,1.06725389915857,"N"
"9666",-0.145457540315644,0.197183209732327,"N"
"63941",-0.112554606977141,1.05865341631793,"N"
"88515",-0.627061978426977,0.438109161684622,"N"
"34935",0.328287078812301,1.78554808929988,"N"
"46840",-1.54528523076175,-0.277904220393531,"N"
"75550",0.0974278592439116,-1.85821918435777,"N"
"21291",0.827190425550178,1.06379429241486,"N"
"16777",-0.415530667801831,0.68416410869509,"N"
"97366",1.41884858500457,-2.86467794057689,"N"
"56198",-1.12441474723789,0.350108081442155,"N"
"20592",-1.0274625585557,0.392808841518892,"Y"
"29612",-0.307579538941047,1.14968147154645,"N"
"71946",-0.863847064971884,0.529298620799995,"N"
"67552",-0.608359406291341,-0.201603331527879,"N"
"44900",-0.241679498861592,0.510312939754872,"Y"
"23718",1.09184884063846,-0.496368072862453,"Y"
"37204",-0.36207698602218,0.722821946309621,"N"
"78236",-0.912389952343696,0.354991058024599,"Y"
"89903",-0.181187793206988,1.08865919118892,"N"
"69358",-0.467117628059022,0.23062338195195,"N"
"88909",-0.468174721716941,0.799206288651409,"N"
"59886",1.57014319485409,-0.0624612511421446,"N"
"24189",1.69414198631587,-2.61404427954076,"N"
"54269",-0.653883430172942,0.613497580195385,"N"
"98420",-0.892912234347159,0.695045399598884,"N"
"89280",0.184113660108836,1.24928480022054,"N"
"85077",-0.0801541443109948,-0.492101446684479,"N"
"51869",1.6045940976893,-0.373246712159884,"N"
"9424",0.155047329621015,-0.150863089569032,"N"
"25304",0.462288569306115,0.255017111216951,"N"
"771",0.495486492592911,1.38064152869561,"N"
"70743",0.309307187037939,-2.40585985704022,"Y"
"27798",-0.725121393352255,-0.384946617331878,"N"
"51715",-0.702217103297818,-1.3854215486987,"Y"
"27759",-0.146629674818051,0.228068737587694,"N"
"61782",2.5077821515615,-0.60194073691977,"N"
"47481",-0.918968973953244,0.400197490992995,"Y"
"7883",0.363633671418577,0.94793987616368,"N"
"94252",-1.19661186112987,-0.513666695284116,"N"
"67339",0.606438225932122,0.298061832714611,"N"
"93232",-0.775191096573575,0.743719264601891,"N"
"65849",0.631112455676317,0.882512166706103,"N"
"82742",-1.10910020940855,-0.616035043681908,"N"
"21864",-1.16103518683462,-0.275880150732129,"N"
"28363",-0.585037260153359,0.687275698270019,"N"
"49233",0.28023129773648,-0.920827693443717,"Y"
"84114",0.771829448476532,-2.79409863509636,"N"
"5663",-1.16116877289606,-0.581794516206183,"N"
"88392",0.274100844671318,-1.74072957559085,"N"
"39942",-1.26864235427449,-0.69420004563967,"Y"
"13451",0.496181079612965,0.996644167422366,"N"
"30970",-0.807822802041243,-0.346815298672341,"N"
"7961",0.305876845437238,-2.99372604316343,"N"
"98087",1.12537478855948,1.27073761640592,"N"
"94504",0.732814034879488,0.831323356202977,"N"
"28502",-1.10415638031478,-0.374357707946109,"N"
"62987",0.779258671722154,1.54851292853139,"N"
"50931",-0.142175274245362,-0.129975043885221,"N"
"77199",-0.940304140863767,0.359134531862299,"N"
"37046",1.42936302731743,0.452707672641796,"N"
"57405",-1.627060523424,-0.751769383431648,"N"
"96828",-0.151238815099379,0.149480376480732,"N"
"66625",1.04886874119497,1.31753027041746,"N"
"1861",0.148836031509842,0.434759378924864,"N"
"13674",0.228477430526759,0.71167870014348,"N"
"59458",1.30415935287247,-0.111439378701937,"Y"
"47903",-1.46899477561723,-0.790981557826553,"N"
"56526",-1.22955854908049,-0.433178577968766,"Y"
"40661",1.43058152486221,-0.157635388638665,"N"
"29894",-0.738243793455164,0.445294099977435,"N"
"77180",-1.13285237887397,-0.871588771734317,"Y"
"61893",0.444157431850117,1.6548210395856,"N"
"33945",1.01994787780731,0.469906029892785,"N"
"15550",1.10003929268633,-1.32167684211672,"N"
"52858",0.541801599122105,0.951023647913231,"N"
"63636",0.646788052825813,0.935177374268417,"Y"
"83445",-1.2203072338319,0.10132520514182,"N"
"22804",0.475819552884095,1.43002186175738,"N"
"87729",0.322364392676367,0.34442851914665,"N"
"23173",1.40759928439718,-0.158423862856006,"N"
"23393",1.21494238351554,0.364051704243461,"N"
"25149",-0.123189593200163,-0.75214260999551,"Y"
"60642",-0.5715961080247,0.614407759435441,"N"
"81444",1.10312683397866,0.784886544651121,"N"
"88405",3.77155181957683,-4.89647652693689,"N"
"14420",1.04637784397745,-0.73911699172516,"N"
"85571",-1.03839137361447,-0.116246727099144,"N"
"26270",2.73039962538431,0.952302711764469,"N"
"70541",-0.0418483796133158,1.19594094242483,"Y"
"60580",-1.02439994045337,0.440258992116598,"Y"
"81182",-0.3105746403538,0.653491564629472,"N"
"31069",0.88763634057274,-3.3169790161281,"N"
"68109",-0.903106763521723,-0.299072766556608,"Y"
"46896",-0.606179149603639,-0.584115023133471,"Y"
"62034",-0.804986496085092,0.553635553301498,"N"
"3329",-0.684857628365085,0.932691693911238,"N"
"79812",0.118175368482941,0.786324690163732,"N"
"17086",-0.133294290925406,-0.498388086775995,"N"
"81782",0.254517072233604,0.0349157440068092,"N"
"66914",0.0385814936209398,1.49584250410848,"N"
"45338",1.24980331714354,0.855117832962867,"N"
"4115",0.119101484509679,0.274328208466078,"N"
"32115",1.34793430450635,0.388540768023357,"N"
"47410",-0.0937885738998976,0.811094254422895,"N"
"27620",-0.58077063397524,-0.484727286679435,"N"
"53334",-0.284740157145927,0.960447086974756,"N"
"32096",-1.02219853011847,0.188465077616828,"N"
"82484",-0.6739470723181,-1.09575827080174,"N"
"48561",0.0920140217533885,1.40378256461719,"N"
"87308",-0.425081028746675,0.726399202328188,"N"
"97827",-0.169971813490691,0.77436659927243,"Y"
"38095",0.577489544719044,-0.201887887755006,"N"
"87",-0.924112458480314,-0.902048332010185,"N"
"5633",-0.282779548426181,0.952543799584418,"Y"
"87540",-0.957879494221656,0.34402515253193,"Y"
"38902",0.19059213034288,1.27549106267475,"N"
"66164",0.609573863789694,-2.14751473875629,"N"
"54520",-1.23006391438826,-0.438615891331583,"Y"
"83413",-0.917664414501946,-0.890668339976775,"N"
"80332",1.51980892794015,0.816876690319375,"N"
"69462",-0.258703123869336,-0.0788166596377737,"N"
"4784",-1.17317322682969,-0.290484164754723,"N"
"34241",0.779676814010863,0.668578342995063,"N"
"66713",-1.14554620296715,0.528720521942103,"Y"
"75865",0.645229935813246,-2.11185866673273,"N"
"21317",-0.792952777008325,-1.28874319631761,"N"
"58562",-0.58645280470118,0.599551062758959,"N"
"47465",0.857832543360132,0.94401199454603,"N"
"32896",0.0370112093644806,0.971485726017542,"N"
"39979",-0.399133826919405,-1.56073723365935,"N"
"81273",-0.609135999469952,0.0220237117979325,"N"
"48170",0.73672104905516,-2.56288183954545,"N"
"79171",-0.244529133174182,0.566646682102789,"Y"
"68993",0.897736696344855,0.03944809499017,"N"
"95443",2.49243197061597,-0.375625463168229,"N"
"59746",-1.57843562989363,-0.417091502708824,"N"
"6138",0.99641158676705,-2.08865156143919,"Y"
"57918",0.665772286553304,1.51640368627073,"N"
"32039",-1.77635511189478,-0.89366604981989,"Y"
"89158",1.36038993541463,-0.405377108067771,"N"
"73776",0.0656240406525702,-0.257548196730135,"N"
"19821",1.27408866974215,0.768434354323036,"N"
"23504",0.329416906020303,1.49322700723287,"N"
"93966",2.09802709637843,-1.47283293524934,"N"
"9721",1.14668358496229,0.456081217479073,"N"
"67126",-1.14468354788202,-0.375429291073017,"N"
"74563",-0.726518392683128,-0.704454266212975,"Y"
"77851",0.960507762744957,1.36726383750861,"N"
"35667",-0.347966456268633,0.976131956732718,"N"
"65532",-0.492872713538594,-0.278462612921764,"N"
"8765",1.11565780686727,0.6297312836683,"N"
"40685",-0.060725397787083,0.0649096378390396,"Y"
"8793",-1.70424927676983,-0.0743700843560282,"Y"
"41678",1.42089613053822,0.782079217632976,"N"
"12535",0.790125473157024,0.462021287719366,"N"
"34788",-0.689319854228539,0.203233103956574,"N"
"90655",-0.664919460785434,0.654247004160836,"N"
"7757",1.12163003688616,-3.68468298252981,"N"
"33064",0.0782489007384688,-0.00572385597468653,"N"
"71102",0.907388769777749,1.49169497452292,"N"
"91846",-0.289821628049098,1.25374847340164,"N"
"8690",-0.250658138921634,-1.45664907815694,"N"
"376",1.86774424214502,-0.86221864609807,"N"
"76983",0.552827196013578,-0.539728937955657,"Y"
"10926",-1.16997702266593,0.0628803513170378,"N"
"34010",-0.982432018943144,-0.181120099776349,"Y"
"22493",-0.701119149663202,-0.48917502307392,"N"
"87581",0.200759127897186,-0.152004797815756,"N"
"42326",-0.0263750463273736,-0.174463127756091,"N"
"23409",-0.262337176651301,-0.886358245391623,"N"
"80640",0.148275030551224,1.12467110567216,"N"
"77865",3.54324928039266,-2.95965386995754,"N"
"38168",-0.272781780049497,-1.52069427775266,"N"
"97057",0.261174044253744,0.990972716622581,"N"
"3018",0.117569451799662,0.852300072223523,"N"
"29011",0.784524147477095,0.140775286516733,"N"
"49296",-1.07282373123273,-0.0372442794514427,"Y"
"36501",-1.02561699068044,-0.152791824715538,"N"
"73176",-1.23317550396321,-0.269109298980056,"N"
"21347",1.28685378006771,0.847780763391661,"N"
"80005",-0.029743088099012,-1.93607065115029,"N"
"40580",0.526296678467941,0.740706779084897,"N"
"58985",-0.195193715837066,-0.0769566022935236,"N"
"90402",-0.810901356930262,0.20001835457585,"N"
"87676",0.32228760337832,0.90905978215094,"N"
"33255",1.65180344667185,-0.126293466948119,"N"
"59397",-0.613483184488918,-0.169737499312639,"N"
"31049",0.782280429847784,0.131133646804859,"N"
"81388",-0.221605136790251,0.900283405954384,"N"
"908",0.170613102786533,0.0891063201009101,"N"
"42760",0.00379068511277281,0.918537409545662,"Y"
"26938",-0.267167412218293,0.613055675829266,"N"
"74185",1.93783933596506,-1.38395731888309,"Y"
"22704",0.835681084406847,1.22764131500536,"N"
"14981",0.617074659472853,0.905463980915453,"N"
"647",-0.488660561898772,0.81077811082735,"Y"
"51884",0.40061922608343,1.75184335338761,"N"
"85727",-1.27031318990645,-1.147144128308,"Y"
"85506",-0.297620308315968,0.343403299062039,"N"
"72884",0.166900813388813,1.04958987546395,"N"
"32179",-1.84525025338699,-0.75048742494529,"N"
"49705",-0.169555118519691,1.0978258918487,"N"
"83784",2.36148555913888,-2.65443525261623,"N"
"17827",-0.0158046821585062,-0.321715101348574,"N"
"91899",-0.0989520509616245,0.94402532290235,"N"
"24589",-1.10509293006254,-1.31236438815189,"N"
"82951",-0.0170892490751462,-0.466026161861439,"N"
"53482",-1.1118533480936,0.209779090880138,"N"
"10490",-1.15932581345105,-1.48989597291647,"Y"
"52569",-1.57347586401316,-0.769697970818921,"Y"
"51760",-0.386216585315469,-1.40725947248671,"N"
"20974",0.189158040578111,1.41954944053373,"N"
"52554",2.05769697581423,-0.775836821584725,"N"
"47027",0.135381551024745,1.4644119120812,"Y"
"1630",-0.246931646260095,0.961265987447777,"N"
"73534",1.28555356256954,-1.47153503997636,"N"
"71063",-1.47126891950222,-0.81544946795923,"Y"
"62477",1.66588499748743,-1.09120360505842,"N"
"28994",-0.817272611610583,-0.37599290046185,"N"
"44595",3.21851585462078,-1.654378463538,"N"
"80172",-0.311970192366964,-0.869409962364222,"N"
"90745",-0.300258119951366,-1.06237373423288,"Y"
"29254",-0.361359798037214,-0.733851515970394,"N"
"9822",1.12983179756242,1.27519462540886,"N"
"1131",0.585714192565387,0.916025072475843,"Y"
"51042",0.172856820415843,0.0987479598127841,"N"
"79116",-0.0822961494522556,0.992738886769495,"N"
"21718",-0.745227628996983,0.413650524160404,"N"
"53556",-1.24958538699691,0.163288090995085,"N"
"14596",0.468695467102622,1.57085621762717,"N"
"24021",0.437041457564573,0.113869220181913,"N"
"29206",-0.796997146788233,-0.128847825107555,"N"
"73914",-0.179137066832757,-0.440659953527465,"Y"
"69943",0.491655392807903,-0.124967753849763,"Y"
"26976",-0.404962625858055,-2.59487720207431,"N"
"64052",-1.23710599401118,-0.137411217514361,"Y"
"37047",0.711743431661581,1.03958833754453,"N"
"88477",0.263188841306624,1.49111426723473,"N"
"5305",-0.30749753278249,1.31005178949388,"N"
"65292",0.0119321656880148,0.310185383240625,"N"
"22014",-0.245654904634219,0.0180746765330633,"N"
"90612",0.661315277550359,1.51194667726778,"N"
"67931",-0.759481017420439,-0.0296823450517283,"N"
"26350",-1.24945180093548,0.469202456469139,"Y"
"91904",1.30585395058189,0.834723271548072,"N"
"26160",0.145277320708215,0.265980408279321,"N"
"2424",-0.8565007227922,0.376356651190807,"Y"
"63101",-0.701635234897161,0.824673048360879,"N"
"74417",0.418931473755778,1.64439092565638,"N"
"49975",1.02161349657877,0.197848531609394,"N"
"91925",0.388169098240827,0.501474263729399,"N"
"24548",-0.591379249690548,-1.43980395493533,"Y"
"59868",0.299513129842518,0.287053619927503,"N"
"72729",0.664920351394356,1.10126811448823,"N"
"85499",-1.2974244147402,-0.510908339738569,"Y"
"80762",-0.179510293396806,1.06321097669637,"N"
"98821",-0.909003079149946,-0.884472978652294,"N"
"3793",0.0949734800499558,1.16014462016164,"N"
"81326",-0.360575379567839,0.130023812131373,"N"
"50003",-0.399139329985079,0.483549732089986,"Y"
"10817",-1.38454574199823,-0.940800056822052,"N"
"46662",-0.0385620577950697,0.0278896011705489,"N"
"66028",0.709417707873714,0.869576379885228,"N"
"89572",-0.884876522007931,-0.566895512235264,"N"
"16708",0.499094174867162,1.33246375639192,"N"
"31817",-0.0249383481323501,0.0439792848607912,"N"
"3641",-0.661829024857686,0.354022634703486,"N"
"52542",0.957694057753717,-0.605863115472,"Y"
"67642",0.907216932169872,0.0834519672004832,"N"
"24452",0.688259881636741,0.192469462327634,"N"
"26167",-0.0596827935981472,-1.11278334312712,"N"
"34360",0.0162515328815592,0.849621114406253,"N"
"78979",0.393937044668123,1.50596169130275,"N"
"63332",0.161034924016267,0.479015933789065,"N"
"70542",-0.125982430749363,0.174736760830751,"N"
"108",0.0404418371703456,-1.2099366345603,"N"
"32832",3.33004423950014,-1.25186514341114,"N"
"9112",-1.1548847412348,-0.891155160067631,"N"
"49778",-0.0151605139287859,0.714638158440017,"N"
"41266",1.50679779913893,0.256419327408463,"N"
"78612",-0.576692068396854,0.298599071595625,"N"
"76408",-1.50563115200066,-0.82268598615494,"N"
"68042",0.87419518844408,-3.24411107729353,"N"
"24481",-1.08310432231382,-0.350839675917626,"N"
"5920",2.02252772388151,-0.574272566875428,"Y"
"73630",0.506206379609907,0.945020116731282,"N"
"57760",0.181642469220805,0.526749193296338,"N"
"85130",-1.58726097756274,-0.744027499928162,"Y"
"4759",-0.176951593284545,-0.0981700641813383,"N"
"46968",-0.645606916218555,-0.892333958748194,"N"
"4973",-2.09844783139585,-0.589401366330636,"Y"
"9547",2.10552412251879,-0.348249674641912,"N"
"80724",0.307240523877015,-0.282256908477941,"N"
"38242",-0.0286213723869388,-0.546605557943824,"Y"
"10415",0.153548617802092,-1.96485271161598,"Y"
"56325",-1.30924891957003,-0.493141156238148,"Y"
"73091",0.787000555225635,1.58831247439265,"N"
"9390",-0.0216879556354541,0.905388638935037,"N"
"87432",-0.254702508701543,-0.29675370694688,"N"
"16768",-0.295441498945975,1.16428548556904,"N"
"75300",-0.662928425810011,0.661169987191301,"N"
"54000",0.845715657012263,1.06012575762926,"N"
"96334",-0.675200051866518,0.340651607694652,"N"
"1611",-0.781398338936784,0.488448645459049,"N"
"14736",-0.299593959186989,-1.46119736592692,"N"
"44411",-0.34740139956205,-0.554672857651314,"Y"
"479",-1.0260415109422,-1.56375348871938,"Y"
"90464",0.273404810333555,-0.153338336205012,"N"
"81239",-0.336738595513607,0.908448648607069,"N"
"30419",1.69378585765106,-0.138562484574366,"N"
"32402",-0.979709306513772,-1.0217605047592,"N"
"74097",-1.77389841047574,-0.780240517162392,"Y"
"5863",-1.34040828372649,-0.625405455522976,"N"
"69722",-0.197822541069154,1.1706634044276,"N"
"87591",1.00901645431829,-0.401650329201111,"N"
"62933",0.764562217819986,-0.0739985913145468,"N"
"61709",-0.332347655882526,0.158251535816688,"Y"
"59156",-0.137731593598856,0.83126655943948,"N"
"26614",-0.687802310987505,-0.983848834067571,"Y"
